SICCode,SICDescription
14590105,Fuller's earth mining
14590106,Plastic fire clay mining
14590107,Shale (common) quarrying
14590108,Stoneware clay mining
14590200,Nonclay refractory materials
14590201,Andalusite mining
14590202,Cyanite mining
14590203,Kyanite mining
14590204,Magnesite mining
14590205,Sillimanite mining
14590300,Feldspar mining
14590301,Aplite mining
14590302,Nepheline syenite quarrying
14590303,Pegmatite (feldspar) mining
14599900,"Clay and related minerals, nec, nec"
14599901,Brucite mining
14599902,Burley mining
14599903,Cornwall stone mining
14599904,Diaspore mining
14599905,Dumortierite mining
14599906,Olivine (nongem) mining
14599907,Pinite mining
14599908,Topaz (nongem) mining
14740000,"Potash, soda, and borate minerals"
14749900,"Potash, soda, and borate minerals, nec"
14749901,Borate compounds (natural) mining
14749902,Glauber's salt mining
14749903,Potash mining
14749904,Soda ash (natural) mining
14750000,Phosphate rock
14759900,"Phosphate rock, nec"
14759901,Apatite mining
14790000,Chemical and fertilizer mining
14790100,Mineral pigment mining
14790101,Ocher mining
14790102,Sienna mining
14790103,Umber mining
14790200,Pyrites mining
14790201,Marcasite mining
14790202,Pyrrhotite mining
14790300,Salt and sulfur mining
14790301,Brimstone mining
14790302,Rock salt mining
14790303,Salt (common) mining
14790304,Sulphur mining
14790400,Fertilizer mineral mining
14790401,Arsenic mineral mining
14790402,Barite mining
14790403,Lithium mineral mining
14790404,Strontium mineral mining
14799900,"Chemical and fertilizer mining, nec, nec"
14799901,Alunite mining
14799902,Amblygonite mining
14799903,Celestite mining
14799904,Fertilizer mineral mining
14799905,Fluorite mining
14799906,Fluorspar mining
14799907,Guano mining
14799908,Lepidolite mining
14799909,Spodumene mining
14810000,Nonmetallic mineral services
14810100,Nonmetallic minerals development and test boring
14810101,"Mine development, nonmetallic minerals"
14810102,"Mine exploration, nonmetallic minerals"
14810103,Test boring for nonmetallic minerals
14819900,"Nonmetallic mineral services, nec"
14819901,"Mine and quarry services, nonmetallic minerals"
14819902,"Overburden removal, nonmetallic minerals"
14819903,"Pumping or draining, nonmetallic mineral mines"
14819904,"Shaft sinking, nonmetallic minerals"
14990000,"Miscellaneous nonmetallic minerals, except fuels"
14990100,Gemstone and industrial diamond mining
14990101,Amethyst mining
14990102,"Diamond mining, industrial"
14990103,Garnet mining
14990104,"Gem stones (natural) mining, nec"
14990105,Jade mining
14990106,"Precious stones mining, nec"
14990107,Ruby mining
14990108,Sapphire mining
14990109,"Semiprecious stones mining, nec"
14990110,Turquoise mining
14990200,Mica mining
14990201,Muscovite mining
14990202,Ozokerite mining
14990203,Phlogopite mining
14990204,Vermiculite mining
14990300,Gypsum and calcite mining
14990301,Alabaster mining
14990302,Calcite mining
14990303,Gypsite mining
14990304,Gypsum mining
14990305,Iceland spar (optical grade calcite) mining
14990306,Selenite mining
14990400,Mineral abrasives mining
14990401,Burrstone quarrying
14990402,Corundum mining
14990403,Emery mining
14990404,Pumice mining
14990405,Rubbing stone quarrying
14990406,Scythestone quarrying
14990407,Whetstone quarrying
14990500,Talc mining
14990501,Pyrophyllite mining
14990502,Soapstone mining
14990503,Steatite mining
14990600,Peat mining and processing
14990601,Peat grinding
14990602,Peat mining
14990700,Asphalt mining and bituminous stone quarrying
14990701,Asphalt (native) mining
14990702,Bituminous limestone quarrying
14990703,Bituminous sandstone quarrying
14999900,"Miscellaneous nonmetallic minerals, nec"
14999901,Agate mining
14999902,Asbestos mining
14999903,Catlinite mining
14999904,Cryolite mining
14999905,Diatomaceous earth mining
14999906,Gilsonite mining
14999907,Grahamite mining
14999908,Graphite mining
14999909,Greensand mining
14999910,Meerschaum mining or quarrying
14999911,Perlite mining
14999912,Pipestone mining (catlinite)
14999913,Pozzolana mining
14999914,Pulpstone quarrying
14999915,Quartz crystal (pure) mining
14999916,Scoria mining
14999917,Shell mining
14999918,Tripoli mining
14999919,Volcanic ash mining
14999920,Wurtzilite mining
14999921,Wollastonite mining
15210000,Single-family housing construction
15210100,"Single-family home remodeling, additions, and repairs"
15210101,"General remodeling, single-family houses"
15210102,"Mobile home repair, on site"
15210103,Patio and deck construction and repair
15210104,"Repairing fire damage, single-family houses"
15219900,"Single-family housing construction, nec"
15219901,"New construction, single-family houses"
15219902,Prefabricated single-family house erection
15219903,Townhouse construction
15220000,"Residential construction, nec"
15220100,Hotel/motel and multi-family home construction
15220101,Apartment building construction
15220102,Co-op construction
15220103,Condominium construction
15220104,Dormitory construction
15220105,"Hotel/motel, new construction"
15220106,"Multi-family dwelling construction, nec"
15220107,"Multi-family dwellings, new construction"
15220200,Hotel/motel and multi-family home renovation and remodeling
15220201,"Remodeling, multi-family dwellings"
15220202,"Renovation, hotel/motel"
15310000,Operative builders
15319900,"Operative builders, nec"
15319901,Condominium developers
15319902,Cooperative apartment developers
15319903,"Speculative builder, multi-family dwellings"
15319904,"Speculative builder, single-family houses"
15319905,Townhouse developers
15319906,Manufacturing and light industrial buildings
15319907,Commercial and institutional buildings
15410000,Industrial buildings and warehouses
15419900,"Industrial buildings and warehouses, nec"
15419901,Dry cleaning plant construction
15419902,Factory construction
15419903,Food products manufacturing or packing plant construction
15419904,Grain elevator construction
15419905,"Industrial buildings, new construction, nec"
15419906,Paper/pulp mill construction
15419907,Pharmaceutical manufacturing plant construction
15419908,"Prefabricated building erection, industrial"
15419909,"Renovation, remodeling and repairs: industrial buildings"
15419910,Steel building construction
15419911,Truck and automobile assembly plant construction
15419912,Warehouse construction
15420000,"Nonresidential construction, nec"
15420100,Commercial and office building contractors
15420101,"Commercial and office building, new construction"
15420102,"Commercial and office buildings, prefabricated erection"
15420103,"Commercial and office buildings, renovation and repair"
15420104,Restaurant construction
15420105,Shopping center construction
15420200,Agricultural building contractors
15420201,Farm building construction
15420202,Greenhouse construction
15420203,"Silo construction, agricultural"
15420300,Garage and service station contractors
15420301,Garage construction
15420302,Service station construction
15420400,Specialized public building contractors
15420401,Bank building construction
15420402,Fire station construction
15420403,Hospital construction
15420404,Post office construction
15420405,Religious building construction
15420406,School building construction
15429900,"Nonresidential construction, nec, nec"
15429901,"Custom builders, non-residential"
15429902,"Design and erection, combined: non-residential"
15429903,Institutional building construction
15429904,Mausoleum construction
15429905,Stadium construction
15429906,Store front construction
16110000,Highway and street construction
16110100,Highway signs and guardrails
16110101,"Guardrail construction, highways"
16110102,Highway and street sign installation
16110200,Surfacing and paving
16110201,Airport runway construction
16110202,"Concrete construction: roads, highways, sidewalks, etc."
16110203,Grading
16110204,Highway and street paving contractor
16110205,Resurfacing contractor
16110206,Sidewalk construction
16110207,Gravel or dirt road construction
16119900,"Highway and street construction, nec"
16119901,"General contractor, highway and street construction"
16119902,Highway and street maintenance
16119903,Highway reflector installation
16220000,"Bridge, tunnel, and elevated highway construction"
16229900,"Bridge, tunnel, and elevated highway, nec"
16229901,Bridge construction
16229902,"Highway construction, elevated"
16229903,Tunnel construction
16229904,Viaduct construction
16230000,"Water, sewer, and utility lines"
16230100,Oil and gas line and compressor station construction
16230101,Gas main construction
16230102,Natural gas compressor station construction
16230103,Oil and gas pipeline construction
16230104,Pipeline wrapping
16230200,Communication line and transmission tower construction
16230201,Cable laying construction
16230202,Cable television line construction
16230203,Telephone and communication line construction
16230204,Transmitting tower (telecommunication) construction
16230300,Water and sewer line construction
16230301,Aqueduct construction
16230302,Sewer line construction
16230303,Water main construction
16239900,"Water, sewer, and utility lines, nec"
16239901,Electric power line construction
16239902,Manhole construction
16239903,Pipe laying construction
16239904,"Pipeline construction, nsk"
16239905,Pumping station construction
16239906,Underground utilities contractor
16290000,"Heavy construction, nec"
16290100,"Dams, waterways, docks, and other marine construction"
16290101,Caisson drilling
16290102,Canal construction
16290103,Dam construction
16290104,Dock construction
16290105,Drainage system construction
16290106,Dredging contractor
16290107,Harbor construction
16290108,Irrigation system construction
16290109,Levee construction
16290110,Marine construction
16290111,Pier construction
16290112,Pond construction
16290113,Waterway construction
16290200,Railroad and subway construction
16290201,Cutting of right-of-way
16290202,Railroad and railway roadbed construction
16290203,Subway construction
16290300,Athletic and recreation facilities construction
16290301,Athletic field construction
16290302,Golf course construction
16290303,Tennis court construction
16290400,Land preparation construction
16290401,Land leveling
16290402,Land reclamation
16290403,Rock removal
16290404,Timber removal
16290500,Industrial plant construction
16290501,Chemical plant and refinery construction
16290502,Mine loading and discharging station construction
16290503,Oil refinery construction
16290504,Waste disposal plant construction
16290505,Waste water and sewage treatment plant construction
16299900,"Heavy construction, nec, nec"
16299901,"Blasting contractor, except building demolition"
16299902,Earthmoving contractor
16299903,Land clearing contractor
16299904,Pile driving contractor
16299905,Power plant construction
16299906,Trenching contractor
17110000,"Plumbing, heating, air-conditioning"
17110100,Boiler and furnace contractors
17110101,Boiler maintenance contractor
17110102,Boiler setting contractor
17110103,Heating systems repair and maintenance
17110104,Hydronics heating contractor
17110200,Plumbing contractors
17110201,Septic system construction
17110300,Sprinkler contractors
17110301,Fire sprinkler system installation
17110302,Irrigation sprinkler system installation
17110400,Heating and air conditioning contractors
17110401,Mechanical contractor
17110402,Process piping contractor
17110403,Solar energy contractor
17110404,Ventilation and duct work contractor
17110405,Warm air heating and air conditioning contractor
17119900,"Plumbing, heating, air-conditioning, nec"
17119901,Refrigeration contractor
17210000,Painting and paper hanging
17210100,Residential painting
17210101,Exterior residential painting contractor
17210102,Interior residential painting contractor
17210200,Commercial painting
17210201,Exterior commercial painting contractor
17210202,Interior commercial painting contractor
17210300,Industrial painting
17210301,Aircraft painting
17210302,Bridge painting
17210303,Pavement marking contractor
17210304,Ship painting
17210400,Wallcovering contractors
17210401,Commercial wallcovering contractor
17210402,Residential wallcovering contractor
17310000,Electrical work
17310100,Electric power systems contractors
17310101,Cogeneration specialization
17310102,Computer power conditioning
17310103,Standby or emergency power specialization
17310104,Switchgear and related devices installation
17310200,Electronic controls installation
17310201,Computerized controls installation
17310202,Energy management controls
17310203,Environmental system control installation
17310300,Communications specialization
17310301,Cable television installation
17310302,Fiber optic cable installation
17310303,Sound equipment specialization
17310304,Telephone and telephone equipment installation
