SICCode,SICDescription,SIC Only Auxilary Code 1,SIC Only Auxilary Code 2,SIC Only Auxilary Code 3
13219901,Butane (natural) production,X,,
13219902,Casing-head butane and propane production,X,,
13219903,Cycle condensate production (natural gas),X,,
13219904,Ethane (natural) production,X,,
13219905,Fractionating natural gas liquids,X,,
13219906,Isobutane (natural) production,X,,
13219907,Liquefied petroleum gases (natural) production,X,,
13219908,Natural gas liquids production,X,,
13219909,Natural gasoline production,X,,
13219910,Propane (natural) production,X,,
13810000,Drilling oil and gas wells,X,,
13819900,"Drilling oil and gas wells, nec",X,,
13819901,Directional drilling oil and gas wells,X,,
13819902,Drilling water intake wells,X,,
13819903,Redrilling oil and gas wells,X,,
13819904,Reworking oil and gas wells,X,,
13819905,Service well drilling,X,,
13819906,Spudding in oil and gas wells,X,,
13820000,Oil and gas exploration services,X,,
13829900,"Oil and gas exploration services, nec",X,,
13829901,"Aerial geophysical exploration, oil and gas",X,,
13829902,"Geological exploration, oil and gas field",X,,
13829903,"Geophysical exploration, oil and gas field",X,,
13829904,Seismograph surveys,X,,
13890000,"Oil and gas field services, nec",X,,
13890100,"Construction, repair, and dismantling services",X,,
13890101,Building oil and gas well foundations on site,X,,
13890102,"Derrick building, repairing, and dismantling",X,,
13890103,Excavating slush pits and cellars,X,,
13890104,Grading oil and gas well foundations,X,,
13890105,"Lease tanks, oil field: erecting, cleaning, and repairing",X,,
13890106,"Oil and gas wells: building, repairing and dismantling",X,,
13890107,"Well plugging and abandoning, oil and gas",X,,
13890200,"Testing, measuring, surveying, and analysis services",X,,
13890201,"Detection and analysis service, gas",X,,
13890202,"Measurement of well flow rates, oil and gas",X,,
13890203,Oil sampling service for oil companies,X,,
13890204,"Pipe testing, oil field service",X,,
13890205,Surveying wells,X,,
13890300,"Bailing, cleaning, swabbing, and treating of wells",X,,
13890301,Acidizing wells,X,,
13890302,Bailing wells,X,,
13890303,Chemically treating wells,X,,
13890304,Cleaning wells,X,,
13890305,Swabbing wells,X,,
13899900,"Oil and gas field services, nec, nec",X,,
13899901,Cementing oil and gas well casings,X,,
13899902,"Fire fighting, oil and gas field",X,,
13899903,"Fishing for tools, oil and gas field",X,,
13899904,Gas compressing (natural gas) at the fields,X,,
13899905,"Gas field services, nec",X,,
13899906,"Haulage, oil field",X,,
13899907,Hot shot service,X,,
13899908,Hydraulic fracturing wells,X,,
13899909,"Impounding and storing salt water, oil and gas field",X,,
13899910,"Mud service, oil field drilling",X,,
13899911,Oil consultants,X,,
13899912,"Oil field services, nec",X,,
13899913,Perforating well casings,X,,
13899914,"Processing service, gas",X,,
13899915,Pumping of oil and gas wells,X,,
13899916,Removal of condensate gasoline from field (gathering) lines,X,,
13899917,Roustabout service,X,,
13899918,"Running, cutting, and pulling casings, tubes and rods",X,,
13899919,Servicing oil and gas wells,X,,
13899920,Well logging,X,,
14110000,Dimension stone,X,,
14110100,Limestone and marble dimension stone,X,,
14110101,"Calcareous tufa, dimension-quarrying",X,,
14110102,"Dolomite, dimension-quarrying",X,,
14110103,"Dolomitic marble, dimension-quarrying",X,,
14110104,"Limestone, dimension-quarrying",X,,
14110105,"Marble, dimension-quarrying",X,,
14110106,"Travertine, dimension-quarrying",X,,
14110200,Granite dimension stone,X,,
14110201,"Diabase, dimension-quarrying",X,,
14110202,"Diorite, dimension-quarrying",X,,
14110203,"Gneiss, dimension-quarrying",X,,
14110204,"Granite, dimension-quarrying",X,,
14110205,"Greenstone, dimension-quarrying",X,,
14110206,"Syenite, dimension-quarrying",X,,
14110300,Igneus dimension stone,X,,
14110301,"Basalt, dimension-quarrying",X,,
14110302,"Gabbro, dimension-quarrying",X,,
14110303,"Trap rock, dimension-quarrying",X,,
14110304,"Volcanic rock, dimension-quarrying",X,,
14119900,"Dimension stone, nec",X,,
14119901,"Argillite, dimension-quarrying",X,,
14119902,"Bluestone, dimension-quarrying",X,,
14119903,Flagstone mining,X,,
14119904,"Mica schist, dimension-quarrying",X,,
14119905,"Onyx marble, dimension-quarrying",X,,
14119906,"Quartzite, dimension-quarrying",X,,
14119907,Rubble mining,X,,
14119908,"Sandstone, dimension-quarrying",X,,
14119909,"Serpentine, dimension-quarrying",X,,
14119910,"Slate, dimension-quarrying",X,,
14119911,"Verde' antique, dimension-quarrying",X,,
14220000,Crushed and broken limestone,X,,
14220100,"Limestones, ground",X,,
14220101,"Agricultural limestone, ground",X,,
14220102,"Chalk, ground or otherwise treated",X,,
14220103,"Lime rock, ground",X,,
14229900,"Crushed and broken limestone, nec",X,,
14229901,"Calcareous tufa, crushed and broken-quarrying",X,,
14229902,"Cement rock, crushed and broken-quarrying",X,,
14229903,"Chalk mining, crushed and broken-quarrying",X,,
14229904,"Dolomite, crushed and broken-quarrying",X,,
14229905,"Marl, crushed and broken-quarrying",X,,
14229906,"Travertine, crushed and broken-quarrying",X,,
14229907,"Whiting mining, crushed and broken-quarrying",X,,
14230000,Crushed and broken granite,X,,
14239900,"Crushed and broken granite, nec",X,,
14239901,"Diorite, crushed and broken-quarrying",X,,
14239902,"Gneiss, crushed and broken-quarrying",X,,
14239903,"Syenite, crushed and broken-quarrying",X,,
14290000,"Crushed and broken stone, nec",X,,
14290100,"Igneus rock, crushed and broken-quarrying",X,,
14290101,"Basalt, crushed and broken-quarrying",X,,
14290102,"Gabbro, crushed and broken-quarrying",X,,
14290103,"Trap rock, crushed and broken-quarrying",X,,
14290104,"Volcanic rock, crushed and broken-quarrying",X,,
14299900,"Crushed and broken stone, nec, nec",X,,
14299901,"Boulder, crushed and broken-quarrying",X,,
14299902,"Diabase, crushed and broken-quarrying",X,,
14299903,"Dolomitic marble, crushed and broken-quarrying",X,,
14299904,"Ganister, crushed and broken-quarrying",X,,
14299905,Grits mining (crushed stone),X,,
14299906,"Marble, crushed and broken-quarrying",X,,
14299907,"Mica schist, crushed and broken-quarrying",X,,
14299908,"Onyx marble, crushed and broken-quarrying",X,,
14299909,"Quartzite, crushed and broken-quarrying",X,,
14299910,Riprap quarrying,X,,
14299911,"Sandstone, crushed and broken-quarrying",X,,
14299912,"Serpentine, crushed and broken-quarrying",X,,
14299913,"Slate, crushed and broken-quarrying",X,,
14299914,"Verde' antique, crushed and broken-quarrying",X,,
14420000,Construction sand and gravel,X,,
14420100,Sand mining,X,,
14420101,Common sand mining,X,,
14420102,Construction sand mining,X,,
14420200,Gravel and pebble mining,X,,
14420201,Gravel mining,X,,
14420202,Pebble mining,X,,
14460000,Industrial sand,X,,
14469900,"Industrial sand, nec",X,,
14469901,Abrasive sand mining,X,,
14469902,Blast sand mining,X,,
14469903,Enamel sand mining,X,,
14469904,Filtration sand mining,X,,
14469905,Foundry sand mining,X,,
14469906,Glass sand mining,X,,
14469907,Grinding sand mining,X,,
14469908,Molding sand mining,X,,
14469909,Silica mining,X,,
14469910,Silica sand mining,X,,
14550000,Kaolin and ball clay,X,,
14559900,"Kaolin and ball clay, nec",X,,
14559901,Ball clay mining,X,,
14559902,China clay mining,X,,
14559903,Kaolin mining,X,,
14559904,Paper clay mining,X,,
14559905,Rubber clay mining,X,,
14559906,Slip clay mining,X,,
14590000,"Clay and related minerals, nec",X,,
14590100,"Clays, except kaolin and ball",X,,
14590101,Bentonite mining,X,,
14590102,Clays (common) quarrying,X,,
14590103,Fire clay mining,X,,
14590104,Flint clay mining,X,,
14590105,Fuller's earth mining,X,,
14590106,Plastic fire clay mining,X,,
14590107,Shale (common) quarrying,X,,
14590108,Stoneware clay mining,X,,
14590200,Nonclay refractory materials,X,,
14590201,Andalusite mining,X,,
14590202,Cyanite mining,X,,
14590203,Kyanite mining,X,,
14590204,Magnesite mining,X,,
14590205,Sillimanite mining,X,,
14590300,Feldspar mining,X,,
14590301,Aplite mining,X,,
14590302,Nepheline syenite quarrying,X,,
14590303,Pegmatite (feldspar) mining,X,,
14599900,"Clay and related minerals, nec, nec",X,,
14599901,Brucite mining,X,,
14599902,Burley mining,X,,
14599903,Cornwall stone mining,X,,
14599904,Diaspore mining,X,,
14599905,Dumortierite mining,X,,
14599906,Olivine (nongem) mining,X,,
14599907,Pinite mining,X,,
14599908,Topaz (nongem) mining,X,,
14740000,"Potash, soda, and borate minerals",X,,
14749900,"Potash, soda, and borate minerals, nec",X,,
14749901,Borate compounds (natural) mining,X,,
14749902,Glauber's salt mining,X,,
14749903,Potash mining,X,,
14749904,Soda ash (natural) mining,X,,
14750000,Phosphate rock,X,,
14759900,"Phosphate rock, nec",X,,
14759901,Apatite mining,X,,
14790000,Chemical and fertilizer mining,X,,
14790100,Mineral pigment mining,X,,
14790101,Ocher mining,X,,
14790102,Sienna mining,X,,
14790103,Umber mining,X,,
14790200,Pyrites mining,X,,
14790201,Marcasite mining,X,,
14790202,Pyrrhotite mining,X,,
14790300,Salt and sulfur mining,X,,
14790301,Brimstone mining,X,,
14790302,Rock salt mining,X,,
14790303,Salt (common) mining,X,,
14790304,Sulphur mining,X,,
14790400,Fertilizer mineral mining,X,,
14790401,Arsenic mineral mining,X,,
14790402,Barite mining,X,,
14790403,Lithium mineral mining,X,,
14790404,Strontium mineral mining,X,,
14799900,"Chemical and fertilizer mining, nec, nec",X,,
14799901,Alunite mining,X,,
14799902,Amblygonite mining,X,,
14799903,Celestite mining,X,,
14799904,Fertilizer mineral mining,X,,
14799905,Fluorite mining,X,,
14799906,Fluorspar mining,X,,
14799907,Guano mining,X,,
14799908,Lepidolite mining,X,,
14799909,Spodumene mining,X,,
14810000,Nonmetallic mineral services,X,,
14810100,Nonmetallic minerals development and test boring,X,,
14810101,"Mine development, nonmetallic minerals",X,,
14810102,"Mine exploration, nonmetallic minerals",X,,
14810103,Test boring for nonmetallic minerals,X,,
14819900,"Nonmetallic mineral services, nec",X,,
14819901,"Mine and quarry services, nonmetallic minerals",X,,
14819902,"Overburden removal, nonmetallic minerals",X,,
14819903,"Pumping or draining, nonmetallic mineral mines",X,,
14819904,"Shaft sinking, nonmetallic minerals",X,,
14990000,"Miscellaneous nonmetallic minerals, except fuels",X,,
14990100,Gemstone and industrial diamond mining,X,,
14990101,Amethyst mining,X,,
14990102,"Diamond mining, industrial",X,,
14990103,Garnet mining,X,,
14990104,"Gem stones (natural) mining, nec",X,,
14990105,Jade mining,X,,
14990106,"Precious stones mining, nec",X,,
14990107,Ruby mining,X,,
14990108,Sapphire mining,X,,
14990109,"Semiprecious stones mining, nec",X,,
14990110,Turquoise mining,X,,
14990200,Mica mining,X,,
14990201,Muscovite mining,X,,
14990202,Ozokerite mining,X,,
14990203,Phlogopite mining,X,,
14990204,Vermiculite mining,X,,
14990300,Gypsum and calcite mining,X,,
14990301,Alabaster mining,X,,
14990302,Calcite mining,X,,
14990303,Gypsite mining,X,,
14990304,Gypsum mining,X,,
14990305,Iceland spar (optical grade calcite) mining,X,,
14990306,Selenite mining,X,,
14990400,Mineral abrasives mining,X,,
14990401,Burrstone quarrying,X,,
14990402,Corundum mining,X,,
14990403,Emery mining,X,,
14990404,Pumice mining,X,,
14990405,Rubbing stone quarrying,X,,
14990406,Scythestone quarrying,X,,
14990407,Whetstone quarrying,X,,
14990500,Talc mining,X,,
14990501,Pyrophyllite mining,X,,
14990502,Soapstone mining,X,,
14990503,Steatite mining,X,,
14990600,Peat mining and processing,X,,
14990601,Peat grinding,X,,
14990602,Peat mining,X,,
14990700,Asphalt mining and bituminous stone quarrying,X,,
14990701,Asphalt (native) mining,X,,
14990702,Bituminous limestone quarrying,X,,
14990703,Bituminous sandstone quarrying,X,,
14999900,"Miscellaneous nonmetallic minerals, nec",X,,
14999901,Agate mining,X,,
14999902,Asbestos mining,X,,
14999903,Catlinite mining,X,,
14999904,Cryolite mining,X,,
14999905,Diatomaceous earth mining,X,,
14999906,Gilsonite mining,X,,
14999907,Grahamite mining,X,,
14999908,Graphite mining,X,,
14999909,Greensand mining,X,,
14999910,Meerschaum mining or quarrying,X,,
14999911,Perlite mining,X,,
14999912,Pipestone mining (catlinite),X,,
14999913,Pozzolana mining,X,,
14999914,Pulpstone quarrying,X,,
14999915,Quartz crystal (pure) mining,X,,
14999916,Scoria mining,X,,
14999917,Shell mining,X,,
14999918,Tripoli mining,X,,
14999919,Volcanic ash mining,X,,
14999920,Wurtzilite mining,X,,
14999921,Wollastonite mining,X,,
15210000,Single-family housing construction,SFM,,
15210100,"Single-family home remodeling, additions, and repairs",SFM,,
15210101,"General remodeling, single-family houses",SFM,,
15210102,"Mobile home repair, on site",SFM,,
15210103,Patio and deck construction and repair,SFM,,
15210104,"Repairing fire damage, single-family houses",SFM,,
15219900,"Single-family housing construction, nec",SFM,,
15219901,"New construction, single-family houses",SFM,,
15219902,Prefabricated single-family house erection,SFM,,
15219903,Townhouse construction,SFM,,
15220000,"Residential construction, nec",MFC,,
15220100,Hotel/motel and multi-family home construction,MFC,,
15220101,Apartment building construction,MFC,,
15220102,Co-op construction,MFC,,
15220103,Condominium construction,MFC,,
15220104,Dormitory construction,MFC,,
15220105,"Hotel/motel, new construction",MFC,,
15220106,"Multi-family dwelling construction, nec",MFC,,
15220107,"Multi-family dwellings, new construction",MFC,,
15220200,Hotel/motel and multi-family home renovation and remodeling,MFC,,
15220201,"Remodeling, multi-family dwellings",MFC,,
15220202,"Renovation, hotel/motel",MFC,,
15310000,Operative builders,MFC,,
15319900,"Operative builders, nec",MFC,,
15319901,Condominium developers,MFC,,
15319902,Cooperative apartment developers,MFC,,
15319903,"Speculative builder, multi-family dwellings",MFC,,
15319904,"Speculative builder, single-family houses",SFM,,
15319905,Townhouse developers,MFC,,
15319906,Manufacturing and light industrial buildings,IBC,,
15319907,Commercial and institutional buildings,CBC,,
15410000,Industrial buildings and warehouses,IBC,,
15419900,"Industrial buildings and warehouses, nec",IBC,,
15419901,Dry cleaning plant construction,IBC,,
15419902,Factory construction,IBC,,
15419903,Food products manufacturing or packing plant construction,IBC,,
15419904,Grain elevator construction,IBC,,
15419905,"Industrial buildings, new construction, nec",IBC,,
15419906,Paper/pulp mill construction,IBC,,
15419907,Pharmaceutical manufacturing plant construction,IBC,,
15419908,"Prefabricated building erection, industrial",IBC,,
15419909,"Renovation, remodeling and repairs: industrial buildings",IBC,,
15419910,Steel building construction,IBC,,
15419911,Truck and automobile assembly plant construction,IBC,,
15419912,Warehouse construction,IBC,,
15420000,"Nonresidential construction, nec",CBC,,
15420100,Commercial and office building contractors,CBC,,
15420101,"Commercial and office building, new construction",CBC,,
15420102,"Commercial and office buildings, prefabricated erection",CBC,,
15420103,"Commercial and office buildings, renovation and repair",CBC,,
15420104,Restaurant construction,CBC,,
15420105,Shopping center construction,CBC,,
15420200,Agricultural building contractors,IBC,,
15420201,Farm building construction,IBC,,
15420202,Greenhouse construction,IBC,,
15420203,"Silo construction, agricultural",IBC,,
15420300,Garage and service station contractors,IBC,,
15420301,Garage construction,IBC,,
15420302,Service station construction,IBC,,
15420400,Specialized public building contractors,CBC,,
15420401,Bank building construction,CBC,,
15420402,Fire station construction,CBC,,
15420403,Hospital construction,CBC,,
15420404,Post office construction,CBC,,
15420405,Religious building construction,CBC,,
15420406,School building construction,CBC,,
15429900,"Nonresidential construction, nec, nec",CBC,,
15429901,"Custom builders, non-residential",CBC,,
15429902,"Design and erection, combined: non-residential",CBC,,
15429903,Institutional building construction,CBC,,
15429904,Mausoleum construction,CBC,,
15429905,Stadium construction,CBC,,
15429906,Store front construction,CBC,,
16110000,Highway and street construction,IRC,,
16110100,Highway signs and guardrails,IRC,,
16110101,"Guardrail construction, highways",IRC,,
16110102,Highway and street sign installation,IRC,,
16110200,Surfacing and paving,IRC,,
16110201,Airport runway construction,IRC,,
16110202,"Concrete construction: roads, highways, sidewalks, etc.",IRC,,
